pl_name,hostname,discoverymethod,disc_year,disc_facility,sy_snum,sy_pnum,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,sy_dist,ra,dec
Kepler-1613 b,Kepler-1613,Transit,2016,Kepler,1,1,4.98,2.08,1.5184299,0.02755,0,1926,1.08,1.12,6005,0.63777,1508.33,289.8750066,43.4209318
Kepler-1614 b,Kepler-1614,Transit,2016,Kepler,1,1,2.83,1.49,3.9466141,0.0471,0,981,0.79,0.76,5121,-0.27096,1191.19,284.8713893,49.7758867
Kepler-1468 b,Kepler-1468,Transit,2016,Kepler,1,3,3.64,1.73,8.23984869,0.0817,0,1093,1.04,1.05,5893,0.53118,1899.24,293.5198289,41.2773671
Kepler-1507 b,Kepler-1507,Transit,2016,Kepler,1,1,0.52,0.84,16.0506213,0.11946,0,630,0.89,0.85,5410,-0.32427,320.478,288.5616269,46.5361247
Kepler-1509 b,Kepler-1509,Transit,2016,Kepler,1,1,4.08,1.85,25.4338197,0.1707,0,667,1,0.99,5780,0.39912,2002.96,283.7977792,46.9310139
Kepler-1086 c,Kepler-1086,Transit,2016,Kepler,2,2,8.96,2.94,161.5163345,0.503,0,211,0.7,0.66,4350,-0.85997,466.084,295.251187,45.8429537
Kepler-1524 b,Kepler-1524,Transit,2016,Kepler,1,1,12.3,3.54,70.9674603,0.3392,0,438,1.17,1.25,6179,-0.00637,381.773,293.8853557,39.5198348
Kepler-1616 b,Kepler-1616,Transit,2016,Kepler,1,1,1.04,1.02,6.76284377,0.07318,0,1337,1.21,1.34,6266,0.63778,1137.81,286.5436691,45.3048716
Kepler-1645 b,Kepler-1645,Transit,2016,Kepler,1,1,3.82,1.78,16.1779561,0.1285,0,754,1.02,1.02,5812,0.33586,1202.47,297.4795142,48.418582
Kepler-741 b,Kepler-741,Transit,2016,Kepler,1,1,9.11,2.97,7.03902374,0.0744,0,1051,1.16,1.24,6129,0.33161,1661.87,289.4317294,46.6174978
Kepler-564 b,Kepler-564,Transit,2016,Kepler,1,1,19.4,4.63,3.750832285,0.0484,0,1129,0.95,0.92,5626,-0.06437,863.037,296.8383661,46.6263912
Kepler-594 b,Kepler-594,Transit,2016,Kepler,1,1,5.39,2.18,13.64618192,0.1089,0,678,0.91,0.87,5485,-0.19321,769.2,288.9217259,49.7620237
Kepler-154 d,Kepler-154,Transit,2016,Kepler,1,5,14.1,3.84,20.54981883,0.14354,0,657,0.98,0.98,5769,0.03322,915.212,289.7805393,49.8965624
Kepler-642 b,Kepler-642,Transit,2016,Kepler,1,1,8.75,2.9,4.41745855,0.05631,0,1810,1.4,1.66,6570,0.39758,781.582,293.8345542,42.624948
Kepler-643 b,Kepler-643,Transit,2016,Kepler,1,1,321.0083,10.16,16.33889626,0.13485,0.37,963,1,2.52,4908,0.47818,1063.58,290.3272423,42.8982283
Kepler-726 b,Kepler-726,Transit,2016,Kepler,1,1,10.7,3.26,21.80451088,0.1406,0,543,0.88,0.85,5452,-0.31868,762.081,291.7172776,44.8873466
Kepler-1143 c,Kepler-1143,Transit,2016,Kepler,1,2,12.6,3.6,210.630591,0.6477,0,234,0.81,0.77,5053,-0.62275,555.189,287.302772,39.2896399
Kepler-148 d,Kepler-148,Transit,2016,Kepler,1,3,56.3,8.68,51.84688575,0.2607,0,413,0.86,0.81,5172,-0.38342,791.163,289.7861626,46.8588176
Kepler-673 b,Kepler-673,Transit,2016,Kepler,1,1,34.8,6.54,3.728731093,0.0455,0,1023,0.88,0.84,5355,-0.34402,918.21,290.7857595,50.0540561
Kepler-674 b,Kepler-674,Transit,2016,Kepler,1,1,3.5,1.69,2.243381847,0.028,0,822,0.6,0.57,4192,-0.90665,342.254,285.1761864,50.1496897
Kepler-712 b,Kepler-712,Transit,2016,Kepler,1,2,11.5,3.41,21.02247699,0.13615,0,521,0.84,0.78,5148,-0.48393,872.493,294.9096739,42.9351987
Kepler-1628 b,Kepler-1628,Transit,2016,Kepler,1,1,33.8,6.43,76.378033,0.2952,0,240,0.55,0.52,3724,-1.33,352,281.6336936,43.4115547
Kepler-1388 e,Kepler-1388,Transit,2016,Kepler,1,4,6.62,2.46,37.6327084,0.1861,0,299,0.63,0.61,4098,-1.1068,453.795,283.3360156,47.1744499
Kepler-655 b,Kepler-655,Transit,2016,Kepler,1,1,7.8,2.71,46.4063358,0.25697,0,588,1.15,1.24,6170,0.32385,752.562,297.2590664,46.843165
Kepler-565 b,Kepler-565,Transit,2016,Kepler,1,1,12.9,3.64,4.243747226,0.0501,0,1063,0.98,0.95,5735,-0.0551,1041,283.6180825,47.1967793
Kepler-676 b,Kepler-676,Transit,2016,Kepler,1,1,9.48,3.04,11.59822172,0.0798,0,396,0.51,0.49,3701,-1.29468,295.196,296.2220259,50.2873626
Kepler-675 b,Kepler-675,Transit,2016,Kepler,1,1,6.53,2.44,2.33743801,0.0325,0,1070,0.79,0.75,4945,-0.50669,665.68,293.8334488,50.2303479
Kepler-1630 b,Kepler-1630,Transit,2016,Kepler,1,1,5.43,2.19,509.997402,1.1218,0,182,0.66,0.63,4736,-0.6464,331.213,297.5083004,43.7110543
Kepler-1482 b,Kepler-1482,Transit,2016,Kepler,1,1,1.01,1.01,12.25383217,0.09968,0,678,0.88,0.84,5381,-0.08288,567.556,285.3138209,48.72527
Kepler-587 b,Kepler-587,Transit,2016,Kepler,1,1,5.6,2.23,10.94027841,0.0952,0,764,0.92,0.89,5549,-0.23792,787.894,288.6706571,47.3991249
Kepler-657 b,Kepler-657,Transit,2016,Kepler,1,1,12.2,3.52,24.54350418,0.17337,0,616,1.01,1.01,5808,0.27898,1691.88,291.1973006,47.3077545
Kepler-483 b,Kepler-483,Transit,2016,Kepler,1,1,10.4,3.21,30.229104,0.19471,0,755,1.28,1.47,6346,0.43879,860.355,291.6467764,41.8846843
Kepler-572 b,Kepler-572,Transit,2016,Kepler,1,1,7.18,2.58,17.20523483,0.1192,0,553,0.83,0.79,5212,-0.43426,504.667,291.221172,50.5813487
Kepler-714 b,Kepler-714,Transit,2016,Kepler,1,1,67.6,9.67,8.098887986,0.0832,0,986,1.09,1.12,5995,0.4599,2083.37,282.6994685,43.2727437
Kepler-623 b,Kepler-623,Transit,2016,Kepler,1,1,9.32,3.01,9.07097734,0.0854,0,825,0.9,0.86,5443,-0.31821,737.702,296.9867284,47.4773531
Kepler-658 b,Kepler-658,Transit,2016,Kepler,1,1,3.29,1.63,1.287076762,0.0188,0,871,0.63,0.6,4103,-0.89922,388.384,282.983621,47.5783897
Kepler-680 b,Kepler-680,Transit,2016,Kepler,1,1,6.44,2.42,3.689926291,0.0469,0,1147,1.08,1.11,5890,0.19729,1492.48,291.622381,50.6181793
Kepler-1633 b,Kepler-1633,Transit,2016,Kepler,1,1,3.12,1.58,186.404271,0.3875,0,925,1.2,1.32,6256,0.64606,1114.91,288.5151733,44.9232545
Kepler-605 b,Kepler-605,Transit,2016,Kepler,1,2,2.67,1.44,3.383538066,0.04244,0,1133,0.91,0.88,5462,-0.24849,556.58,287.2954015,43.2798677
Kepler-727 b,Kepler-727,Transit,2016,Kepler,1,1,6.94,2.53,5.154484417,0.0546,0,964,0.89,0.86,5441,-0.3172,831.842,294.8469333,45.0344155
Kepler-1518 b,Kepler-1518,Transit,2016,Kepler,1,2,9.53,3.05,5.11177904,0.0593,0,1351,1.54,1.88,6846,0.69092,903.51,300.3323404,44.9861065
Kepler-588 b,Kepler-588,Transit,2016,Kepler,1,1,7.41,2.63,4.221625357,0.052,0,1176,1.01,1,5835,0.20713,1209.4,284.2572531,47.6889081
Kepler-589 b,Kepler-589,Transit,2016,Kepler,1,2,5.77,2.27,16.54964934,0.1196,0,656,0.88,0.83,5296,-0.34669,612.803,280.6414331,47.7520581
Kepler-573 b,Kepler-573,Transit,2016,Kepler,1,1,8.2,2.79,22.18329658,0.14527,0,646,0.99,1.02,5746,0.0286,771.471,289.5211955,51.2374057
Kepler-596 b,Kepler-596,Transit,2016,Kepler,1,1,11.8,3.46,21.30022655,0.15161,0,725,1.21,1.32,6267,0.31445,1023.85,289.5006797,51.6857106
Kepler-715 b,Kepler-715,Transit,2016,Kepler,1,1,13.5,3.75,10.00652995,0.0933,0,876,1.04,1.04,5871,0.16457,1327.44,283.6307971,43.3793638
Kepler-716 b,Kepler-716,Transit,2016,Kepler,1,2,8.75,2.9,10.37168453,0.08628,0,720,0.83,0.78,5099,-0.50424,635.009,290.3931809,43.3638577
Kepler-1185 b,Kepler-1185,Transit,2016,Kepler,1,1,2.33,1.33,104.3518976,0.4297,0,355,0.96,0.87,5622,0.28187,459.273,287.2411783,39.3326977
Kepler-660 b,Kepler-660,Transit,2016,Kepler,1,1,7.13,2.57,9.27358194,0.0759,0,649,0.75,0.71,4779,-0.62564,568.431,288.1382985,47.7245642
Kepler-496 b,Kepler-496,Transit,2016,Kepler,1,1,5.99,2.32,8.30864937,0.0747,0,747,0.86,0.82,5293,-0.41551,605.274,291.6408978,41.2411044
HD 63935 c,HD 63935,Radial Velocity,2021,Multiple Observatories,1,2,11.1,3.06451296,21.4027,0.148,0,619.59,0.9406,0.9598,5513,-0.11464,48.9739,117.9246417,9.3852412
Kepler-1636 b,Kepler-1636,Transit,2016,Kepler,1,1,10.5,3.23,425.47785,1.12191,0,248,1.01,1.02,5797,0.23674,1947.54,294.0575681,46.4409844
Kepler-561 b,Kepler-561,Transit,2016,Kepler,1,2,38.7,6.96,58.3620495,0.29256,0,446,0.96,0.94,5646,-0.17974,621.378,293.7471107,45.1071981
Kepler-728 b,Kepler-728,Transit,2016,Kepler,1,1,11.1,3.34,5.743477265,0.0625,0,982,0.95,0.93,5660,0.22726,1765.23,291.0923621,45.1155087
Kepler-566 b,Kepler-566,Transit,2016,Kepler,1,1,5.27,2.15,18.42794624,0.1247,0,526,0.83,0.79,5132,-0.52379,564.277,291.5544735,47.8144362
Kepler-550 b,Kepler-550,Transit,2016,Kepler,1,1,17.9,4.42,8.600104109,0.0747,0,760,0.87,0.83,5322,-0.38383,531.944,297.7001786,47.8637046
Kepler-574 b,Kepler-574,Transit,2016,Kepler,1,1,6.3,2.39,7.65880414,0.0723,0,858,0.95,0.91,5612,-0.21429,682.896,290.2470519,52.1491051
Kepler-585 b,Kepler-585,Transit,2016,Kepler,1,1,8.4,2.83,2.752359753,0.03841,0,1178,0.96,0.93,5593,-0.16334,585.187,286.5284924,43.8733751
Kepler-611 b,Kepler-611,Transit,2016,Kepler,1,1,3.36,1.65,2.437033302,0.0351,0,1513,1.01,1.01,5761,0.38338,1395.56,286.0049121,45.4803043
Kepler-729 b,Kepler-729,Transit,2016,Kepler,1,1,12.5,3.58,3.166353714,0.0432,0,1273,0.94,0.91,5633,0.26135,1921.15,286.3600604,45.4142664
Kepler-662 b,Kepler-662,Transit,2016,Kepler,1,1,5.39,2.18,21.67697486,0.1408,0,530,0.79,0.74,4897,-0.35557,815.637,290.4650801,47.9291252
Kepler-551 b,Kepler-551,Transit,2016,Kepler,1,1,7.9,2.73,12.3764661,0.0893,0,483,0.65,0.63,4286,-0.89514,311.175,285.485045,48.0543774
TOI-1710 b,TOI-1710,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2,1,22.4,5.20315158,24.283377,0.166,0,602.99,1.0258,0.9574,5684,-0.06349,81.2271,94.2838373,76.21102
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,Microlensing,2016,OGLE,1,1,150,14.3,,1.6,,,0.29,,,,6700,268.9682917,-29.8185278
Kepler-1638 b,Kepler-1638,Transit,2016,Kepler,1,1,4.16,1.87,259.33683,0.745,0,304,0.97,0.95,5710,-0.114,1525.52,295.4823299,48.5244695
Kepler-586 b,Kepler-586,Transit,2016,Kepler,1,1,8.2,2.79,2.104722184,0.0331,0,1365,0.94,0.92,5575,-0.14099,693.766,293.0571982,45.5511266
HIP 97166 c,HIP 97166,Radial Velocity,2021,Multiple Observatories,1,2,8,2.75,16.432,0.124,0,642,0.9342,0.8418,5216,-0.32514,65.9501,296.2446203,74.0628577
TOI-1601 b,TOI-1601,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,1,387,14.19902343,5.33175,0.069,0,1493.97,1.5055,2.195,5982,0.74772,336.608,38.361569,41.0134321
TOI-1444 b,TOI-1444,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,1,3.58,1.41792246,0.4702743,0.0116,0,2130.02,0.9513,0.9105,5460,-0.17587,125.463,305.4749252,70.9437054
Kepler-618 b,Kepler-618,Transit,2016,Kepler,1,1,7.27,2.6,3.595769645,0.0449,0,1296,1.05,1.08,5860,0.1732,1221.96,286.2498525,48.0609256
Kepler-601 b,Kepler-601,Transit,2016,Kepler,1,1,4.27,1.9,5.378868441,0.05494,0,833,0.85,0.79,5160,-0.42817,414.825,282.0046852,42.1764657
Kepler-645 b,Kepler-645,Transit,2016,Kepler,1,1,5.06,2.1,3.275822621,0.04541,0,1730,1.13,1.21,6170,0.45106,1173.57,290.3227098,44.0358625
Kepler-719 b,Kepler-719,Transit,2016,Kepler,1,1,54.5,8.52,5.007317779,0.0556,0,998,0.99,0.98,5777,0.44767,2497.51,295.5360628,43.8844116
Kepler-612 b,Kepler-612,Transit,2016,Kepler,1,1,8.45,2.84,3.722156413,0.0452,0,1046,0.98,0.96,5693,0.30512,1445.53,291.3546278,45.7478551
Kepler-590 b,Kepler-590,Transit,2016,Kepler,1,1,15.2,4.02,5.85296257,0.0647,0,1056,1.1,1.15,6000,0.47712,1421.81,296.3855467,48.2334177
Kepler-552 b,Kepler-552,Transit,2016,Kepler,1,1,14.8,3.95,5.263415765,0.0612,0,1103,1.03,1.04,5863,0.06292,843.689,290.7476903,48.2419838
Kepler-1454 b,Kepler-1454,Transit,2016,Kepler,1,1,4.19,1.88,47.0319479,0.2447,0,492,0.9,0.86,5448,-0.25509,780.566,284.2233265,48.8317229
Kepler-460 c,KIC 5437945,Transit,2016,Kepler,1,2,26.1,5.52,220.1303357,0.75318,0,389,1.17,1.26,6146,0.64137,1274.01,288.4749028,40.6512848
Kepler-646 b,Kepler-646,Transit,2016,Kepler,1,1,4.62,1.99,15.87364565,0.11251,0,632,0.93,0.91,5634,-0.25878,451.794,290.4714596,44.3870422
Kepler-735 b,Kepler-735,Transit,2016,Kepler,1,1,9.01,2.95,11.51516988,0.0965,0,657,0.85,0.8,5107,-0.51697,695.059,284.6888328,46.1721391
Kepler-591 b,Kepler-591,Transit,2016,Kepler,1,1,11.4,3.39,81.1694299,0.3554,0,436,0.97,0.94,5677,-0.078,785.137,286.024052,48.431729
Kepler-619 b,Kepler-619,Transit,2016,Kepler,1,3,10.1,3.16,5.404272197,0.06014,0,1073,1.09,1.11,5980,-0.04002,900.678,290.8490899,48.4159782
TOI-1842 b,TOI-1842,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,1,89.4,12.3485023,9.5739181,0.1,0.276,1199.55,1.4643,2.032,6039,0.69504,223.465,201.9626552,9.0306437
HIP 97166 b,HIP 97166,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,2,19.1,2.4801338,10.288914,0.091,0.29,701.66,0.9342,0.8418,5216,-0.32514,65.9501,296.2446203,74.0628577
Kepler-602 b,Kepler-602,Transit,2016,Kepler,1,1,5.02,2.09,15.28469497,0.1224,0,852,1.08,1.13,6062,0.32624,1159.31,296.0318985,42.1418634
Kepler-721 b,Kepler-721,Transit,2016,Kepler,1,1,7.46,2.64,5.392025388,0.0583,0,850,0.82,0.78,5075,-0.3619,926.598,284.4305132,44.4803776
Kepler-722 b,Kepler-722,Transit,2016,Kepler,1,2,7.41,2.63,4.093573252,0.0514,0,1182,1.03,1.05,5863,-0.03923,1239.5,290.2632874,44.5564051
Kepler-568 b,Kepler-568,Transit,2016,Kepler,1,1,5.73,2.26,11.02347475,0.0794,0,429,0.55,0.53,3768,-1.33039,130.645,298.1061315,48.4016448
Kepler-569 b,Kepler-569,Transit,2016,Kepler,1,1,10.1,3.16,34.18890521,0.19784,0,526,0.95,0.93,5616,-0.10661,638.301,283.507219,48.552633
Kepler-603 b,Kepler-603,Transit,2016,Kepler,1,3,7.51,2.65,21.05358596,0.16052,0,731,1.01,1.01,5808,0.39156,1539.63,294.2809679,42.2909295
TOI-1296 b,TOI-1296,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,1,95.3,14.11645916,3.9443736,0.051,0,1414.84,1.1576,1.7031,5567,0.40157,323.265,256.7706392,70.2384806
TOI-1298 b,TOI-1298,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,1,99,9.65807033,4.537143,0.057,0,1278,1.2187,1.4536,5752,0.32056,319.036,241.3229012,70.1900397
Kepler-615 b,Kepler-615,Transit,2016,Kepler,1,1,3.68,1.74,10.35584657,0.085,0,620,0.73,0.69,4655,-0.695,330,282.4506927,46.3213671
TOI-1246 d,TOI-1246,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,4,5.4,3.43139739,18.654874,0.132,0,587.77,0.8889,0.8649,5213,-0.30103,169.422,251.1158702,70.4299917
TOI-1246 e,TOI-1246,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,4,14.5,3.5141875,37.92548,0.212,0,463.98,0.8889,0.8649,5213,-0.30103,169.422,251.1158702,70.4299917
Kepler-593 b,Kepler-593,Transit,2016,Kepler,1,1,8.6,2.87,21.21708973,0.1508,0,706,1.08,1.1,5967,0.07929,973.76,294.9513923,48.6511709
Kepler-592 b,Kepler-592,Transit,2016,Kepler,1,1,6.3,2.39,2.820192408,0.0397,0,1367,1.04,1.04,5913,0.18506,1153.13,285.7907395,48.6832431
Kepler-709 b,Kepler-709,Transit,2016,Kepler,1,1,8.85,2.92,16.08524954,0.1173,0,613,0.8,0.77,5071,-0.48148,664.843,292.105272,42.3803077
Kepler-1625 b,Kepler-1625,Transit,2016,Kepler,1,1,30.6,6.06,287.378949,0.87762,0,350,0.96,0.94,5677,0.43696,2310.11,295.429322,39.8865068
Kepler-1642 b,Kepler-1642,Transit,2016,Kepler,1,2,10.3,3.2,12.2057513,0.1016,0,895,0.88,0.84,5355,-0.40452,413.873,297.2121215,43.643789
Kepler-1642 c,Kepler-1642,Transit,2016,Kepler,1,2,7.56,2.66,6.6513802,0.0678,0,1095,0.88,0.84,5355,-0.40452,413.873,297.2121215,43.643789
Kepler-652 b,Kepler-652,Transit,2016,Kepler,1,1,6.76,2.49,4.182002531,0.04958,0,974,0.97,0.88,5490,-0.27008,394.55,288.0080899,46.4736108
Kepler-737 b,Kepler-737,Transit,2016,Kepler,1,1,4.5,1.96,28.59915399,0.1422,0,298,0.51,0.48,3813,-1.30149,205.118,291.8629793,46.4291614
Kepler-669 b,Kepler-669,Transit,2016,Kepler,1,1,20.8,4.83,4.125546869,0.0529,0,1243,1.15,1.2,6038,0.35828,2063.41,291.9361615,49.2539473
Kepler-558 b,Kepler-558,Transit,2016,Kepler,1,1,6.21,2.37,29.00790538,0.1759,0,498,0.85,0.81,5242,-0.38422,661.876,284.6579709,42.6526751
Kepler-609 b,Kepler-609,Transit,2016,Kepler,1,1,11.2,3.35,6.521210666,0.0682,0,932,1.09,1.14,5971,0.06548,1065.82,292.2203009,44.6999902
Kepler-724 b,Kepler-724,Transit,2016,Kepler,1,1,10.8,3.29,3.314946338,0.0433,0,1155,0.9,0.86,5437,-0.22344,853.119,293.4548441,44.7927823
Kepler-1646 b,Kepler-1646,Transit,2016,Kepler,1,1,2.04,1.23,4.48558383,0.0295,0,365,0.24,0.26,3299,-1.77984,127.591,287.5264859,42.9129356
Kepler-710 b,Kepler-710,Transit,2016,Kepler,1,1,4.19,1.88,4.347285527,0.0524,0,1174,0.94,0.91,5611,0.26474,1448.34,291.9641255,42.6961308
K2-88 b,K2-88,Transit,2016,K2,1,1,2.04,1.23,4.6122,0.0345,0.26,,0.258,0.256,3537,-1.54478,110.561,54.7514566,19.1199667
K2-89 b,K2-89,Transit,2016,K2,1,1,0.17,0.615,1.096026,0.01462,0.15,,0.347,0.318,3691,-1.32653,86.0386,57.0671234,20.4594885
K2-116 b,K2-116,Transit,2017,K2,1,1,0.257,0.69,4.655411,0.048,0.06,,0.694512,0.6694,4348.35,-0.74639,49.3855,336.1523363,-11.5793181
TOI-1386 b,TOI-1386,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,2,45.8,6.2163865,25.8401,0.173,0,615.03,1.0363,1.0235,5735,0.0103,146.858,334.5041029,54.3190454
K2-102 b,K2-102,Transit,2016,K2,1,1,2.24,1.3,9.915615,,0.1,,0.77,0.71,4695,-0.65738,188.175,130.0558953,19.7787519
K2-5 b,K2-5,Transit,2015,K2,1,2,4.31,1.91,5.73594,0.0532,,565,0.61,0.57,3930,-1.08341,202.943,169.3034598,-1.8778254
K2-5 c,K2-5,Transit,2015,K2,1,2,5.73,2.26,10.93241,0.0818,,456,0.61,0.57,3930,-1.08341,202.943,169.3034598,-1.8778254
K2-91 b,K2-91,Transit,2016,K2,1,1,1.37,1.1,1.419549,0.0164,0.09,,0.292,0.284,3622,-1.84126,62.5785,63.2182348,24.2047218
K2-72 c,K2-72,Transit,2016,K2,1,4,1.65,1.16,15.189034,0.078,0.11,,0.271365,0.330989,3360.47,-1.83673,66.4321,334.6227504,-9.6120084
HD 93963 A c,HD 93963 A,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2,2,18.4,3.11976057,3.6451389,0.04726,0,1212.45,1.0844,1.0311,5908,0.06781,82.3432,162.7766969,25.641065
K2-16 b,K2-16,Transit,2015,K2,1,3,4.74,2.02,7.6188,0.0667,,658,0.68,0.66,4742,-0.76082,334.967,175.0972238,4.5574311
K2-16 c,K2-16,Transit,2015,K2,1,3,6.99,2.54,19.07863,0.1229,,485,0.68,0.66,4742,-0.76082,334.967,175.0972238,4.5574311
Kepler-223 e,Kepler-223,Transit,2014,Kepler,1,4,4.8,4.6,19.72567,0.14481,0.051,751,1.125,1.72,5803,0.37128,1859.71,298.3183909,47.2794824
Kepler-223 b,Kepler-223,Transit,2014,Kepler,1,4,7.4,2.99,7.38449,0.07525,0.078,1042,1.125,1.72,5803,0.37128,1859.71,298.3183909,47.2794824
Kepler-223 d,Kepler-223,Transit,2014,Kepler,1,4,8,5.24,14.78869,0.11956,0.037,827,1.125,1.72,5803,0.37128,1859.71,298.3183909,47.2794824
K2-81 b,K2-81,Transit,2016,K2,1,1,4.54,1.97,6.102325,0.059,0.06,,0.745273,0.634663,4674.13,-0.5689,252.318,57.4854562,14.5020556
TOI-1451 b,TOI-1451,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,15.2,2.61143902,16.537944,0.127,0,723.33,1.0022,1.0162,5801,0.02449,91.9362,186.5242821,61.2589289
TOI-2267 d,TOI-2267 B,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2,3,3.78,1.77,2.0344671,0.0145,,422,0.0989,0.13,3022,-2.95861,22.55,65.0615,84.900825
KMT-2024-BLG-2005L b,KMT-2024-BLG-2005L,Microlensing,2026,KMTNet,1,1,50.85254512,8.18,,1.12,,,0.12,,,,7720,268.4080833,-28.9009806
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,Radial Velocity,2014,Multiple Observatories,1,1,101.7056,12.3,6.959,,0.3,,1.01,0.99,5780,-0.01121,872.92,132.7533077,11.8146537
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,Radial Velocity,2014,Multiple Observatories,1,1,127.132,14,5.118,,0.28,,0.96,0.89,5725,-0.01797,914.221,132.7531307,11.8865128
Kepler-80 d,Kepler-80,Transit,2014,Kepler,1,6,6.75,1.53,3.07222,0.0372,0.0041,722,0.73,0.678,4540,-0.76955,369.451,296.1125759,39.9787451
GJ 1148 b,GJ 1148,Radial Velocity,2010,W. M. Keck Observatory,1,2,96.7,11.9,41.38,0.166,0.38,,0.344045,0.358519,3287,-1.86908,11.0143,175.4326081,42.7515862
K2-90 c,K2-90,Transit,2016,K2,1,2,2.24,1.3,2.900706,0.035,0.19,,0.704613,0.634754,4421.98,-0.95318,134.188,59.1527391,22.4724517
GJ 1148 c,GJ 1148,Radial Velocity,2017,Calar Alto Observatory,1,2,68.06,9.71,532.58,0.912,0.342,,0.344045,0.358519,3287,-1.86908,11.0143,175.4326081,42.7515862
TOI-1753 b,TOI-1753,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,16.6,2.47852533,5.3846104,0.059,0,1005.43,0.9483,0.9715,5621,-0.06956,226.671,252.4698351,61.1735768
HD 128717 b,HD 128717,Astrometry,2025,European Space Agency (ESA) Gaia Satellite,1,1,6293.002459,12.1,3420,4.85,0.85,,1.212,1.248,6210,0.322,73.636,219.0881687,57.5609512
HD 17674 b,HD 17674,Radial Velocity,2017,Haute-Provence Observatory,1,1,276.5121,13.9,623.8,1.42,0.13,,0.98,1.18,5904,0.20472,44.4264,42.7684964,30.2865981
HD 42012 b,HD 42012,Radial Velocity,2017,Haute-Provence Observatory,1,1,508.528,13.5,857.5,1.67,0.2,,0.83,0.82,5405,-0.26975,36.7984,92.485473,34.1341722
TOI-1776 b,TOI-1776,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,1.4,1.21612741,2.799868,0.0378,0,1269.21,0.9196,0.9356,5785,-0.05306,44.647,164.7772913,40.9837182
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,Microlensing,2012,OGLE,1,2,46.1,7.72,,4,,,1.06,,,,4019,263.577917,-27.14275
Kepler-80 c,Kepler-80,Transit,2012,Kepler,1,6,6.74,2.74,9.52355,0.0792,0.0079,495,0.73,0.678,4540,-0.76955,369.451,296.1125759,39.9787451
HD 6061 b,HD 6061,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2,1,10,2.42763557,5.2549,0.06,0,1075.31,1.0269,1.0072,5934,0.05538,67.6203,15.5981441,37.1854394
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,Microlensing,2012,OGLE,1,2,270,13.9,,4.8,,,1.06,,,,4019,263.577917,-27.14275
TOI-1194 b,TOI-1194,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,1,120,8.71664516,2.3106446,0.034,0,1264.29,0.9835,0.9608,5394,-0.1512,149.667,167.8214811,69.9647749
TOI-1694 b,TOI-1694,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,2,31.3,5.3422266,3.770107,0.045,0,943.19,0.853,0.8036,5058,-0.41794,124.68,97.7487104,66.3605956
TOI-1443 b,TOI-1443,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,30,2.30381001,23.540678,0.147,0,520.66,0.7663,0.7511,5224,-0.42022,85.8034,297.398678,76.1391776
HD 59686 A b,HD 59686 A,Radial Velocity,2016,Lick Observatory,2,1,2199.3836,12.7,299.36,1.086,0.05,,1.9,13.2,4658,1.82166,89.2721,112.9518629,17.0857195
KIC 7917485 b,KIC 7917485,Pulsation Timing Variations,2016,Kepler,1,1,3750.394,12.4,840,,0.15,,1.63,2.009938,7067,0.99564,1382.89,299.4346094,43.6326069
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,Microlensing,2017,OGLE,1,1,200,14.1,,2.6,,,0.46,,,,6300,268.126556,-30.2926941
HD 34445 c,HD 34445,Radial Velocity,2017,Multiple Observatories,1,6,53.5,8.42,214.67,0.7181,0.036,,1.07,1.38,5836,0.3032,46.0907,79.4207483,7.3527156
TOI-329 b,TOI-329,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,40.4,4.94057819,5.70439,0.0638,0.39,1213.02,1.0678,1.5326,5614,0.3251,284.388,351.3210955,-15.6346313
K2-46 b,K2-46,Transit,2016,K2,1,1,4.86,2.05,19.1541,0.13821,,889,0.96,1.29,6256,0.41312,449.237,174.2662454,-0.90721
